"ID"	Smiles	Standard_Type	Standard_Relation	Standard_Units	Standard_Value	pIC50	RemovedSalts[1]	RemovedSalts[2]	RemovedSalts[3]	RemovedSalts[4]
CHEMBL3311038	COc1cc(OC)c(-c2coc3c4c(ccc3c2=O)OC(C)(C)C=C4)cc1OC	IC50	=	nM	35700	4.447331784				
CHEMBL3233022	COc1ccc(C(C#N)N2CCN(C)CC2)cc1OC	IC50	=	nM	35610	4.448428026				
CHEMBL1190535	COc1cc(C(C#N)N2CCN(C)CC2)cc(OC)c1OC	IC50	=	nM	35500	4.449771647				
CHEMBL3234000	COc1cc(C(C#N)N2CCCC2)ccc1O	IC50	=	nM	35480	4.450016389				
CHEMBL1611608	COc1cc(C(C#N)N2CCOCC2)ccc1O	IC50	=	nM	35400	4.450996738				
CHEMBL3310706	COC(=O)C(CC1=C(c2ccc(Cl)cc2)CC(C)(C)ON1C(C)=O)C(=O)OC	IC50	=	nM	35220	4.453210648				
CHEMBL544636	C#CCNC1CCc2ccc(OC(=O)N(C)CC)cc21.Cl	IC50	=	nM	35200	4.453457337	HCl			
CHEMBL151	O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	Ki	=	nM	35200	4.453457337				
CHEMBL3235207	CC(=O)/C(=N\O)C(=O)NC1CCN(Cc2ccccc2)CC1	Ki	=	nM	35130	4.45432185				
CHEMBL3235210	N#C/C(=N\O)C(=O)NCC1CCN(Cc2ccccc2)CC1	Ki	=	nM	35120	4.454445493				
CHEMBL2425409	O=C1NC(=S)NC(=O)C1=CNNC(=S)Nc1ccc(F)cc1	IC50	=	nM	35100	4.454692884				
CHEMBL2425417	CC(=O)NC=C1C(=O)NC(=O)NC1=O	IC50	=	nM	35000	4.455931956				
CHEMBL4853637	CCOC(=O)/C(=N\Nc1cccc(C)c1)C(=O)C(F)(F)F	IC50	=	nM	35000	4.455931956				
CHEMBL3220807	C[C@H]1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)OCC[N+](C)(C)C)[C@@H]2CC[C@]1(Cl)C3.[I-]	IC50	=	nM	35000	4.455931956	I-			
CHEMBL2323354	COc1ccc(/C=N/NC(=O)CN2CCC(Cc3ccccc3)CC2)cc1OC	IC50	=	nM	35000	4.455931956				
CHEMBL3623564	CCCC(C)n1cc(C(=O)CF)cn1	IC50	=	nM	35000	4.455931956				
CHEMBL2380672	O=C1/C(=C/c2ccccc2F)CN(C(=O)[C@H]2C[C@H]3CCCN3[C@]23C(=O)Nc2cc(Cl)ccc23)C/C1=C\c1ccccc1F	IC50	=	nM	35000	4.455931956				
CHEMBL4100057	COc1cc(/C=N/O)c(O)c(CN2CCc3cc(OC)c(OC)cc3C2)c1	IC50	=	nM	34994.52	4.455999959				
CHEMBL584003	CCC1=CC2Cc3nc4oc(C5CC5)nc4c(N)c3C(C1)C2	IC50	=	nM	34900	4.457174573				
CHEMBL4066891	COc1cc2c(cc1OC)C(c1ccccc1)N(CC1CCN(Cc3cc(Cl)cc(/C=N/O)c3O)CC1)CC2	IC50	=	nM	34890	4.457299031				
CHEMBL1082979	c1ccc(CCNc2ccnc(N3CCSCC3)n2)cc1	IC50	=	nM	34560	4.461426266				
CHEMBL1194868	CN1CCN(C(C#N)c2ccc3c(c2)OCO3)CC1	IC50	=	nM	34500	4.462180905				
CHEMBL3233994	COc1cc(C(C#N)N2CCCCC2)cc(OC)c1OC	IC50	=	nM	34370	4.463820468				
CHEMBL1257887	CCCCNc1c2c(nc3ccc(OC)cc13)CCCC2.Cl	IC50	=	nM	34140	4.466736483	HCl			
CHEMBL147527	C#CCN(C)C(C)Cc1cccc(OC(=O)N(C)CC)c1	IC50	=	nM	34030	4.468138051				
CHEMBL27675	C[n+]1ccn(COCCS(C)(=O)=O)c1/C=N/O.[Cl-]	IC50	=	nM	34000	4.468521083	Cl-			
CHEMBL224811	CN(CCCCCCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1ccccc1[N+](=O)[O-]	IC50	=	nM	34000	4.468521083				
CHEMBL390598	CN(CCCCCCCCCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1ccccc1	IC50	=	nM	33900	4.469800302				
CHEMBL3339005	CCCCN(CCCC)CCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1	IC50	=	nM	33890	4.469928431				
CHEMBL3233992	N#CC(c1ccc2c(c1)OCO2)N1CCCCC1	IC50	=	nM	33860	4.470313046				
CHEMBL3234001	COc1cc(C(C#N)N2CCN(C)CC2)ccc1O	IC50	=	nM	33600	4.473660723				
CHEMBL337142	C[N+](C)(C)CCCCI	IC50	=	nM	33300	4.477555766				
CHEMBL4277357	O=C(COc1ccc(-c2ccccc2)cc1)NCCCN1CCCCC1	IC50	=	nM	33160	4.479385478				
CHEMBL4548293	COc1cc2c(cc1O)C(Cc1ccc(O)c(Oc3cc(CC4c5cc(O)c(OC)cc5CCN4C)ccc3OC)c1)N(C)CC2	IC50	=	nM	33113.11	4.480000028				
CHEMBL4782256	Cc1ccc(C(=O)N2CCN(CC(=O)N3CCN(CCCc4c[nH]c5ccccc45)CC3)CC2)cc1	IC50	=	nM	33113.11	4.480000028				
CHEMBL526476	Oc1cccc(C2=Nc3ccccc3SC(c3ccccc3F)C2)c1	IC50	=	nM	33113.11	4.480000028				
CHEMBL5183314	COc1ccc(C2=NN(C(C)=O)C(c3ccc(-c4ccccc4)cc3)C2)c(OC)c1	IC50	=	nM	33100	4.480172006				
CHEMBL89012	Nc1c2c(nc3ccccc13)-c1ccccc1CC2	IC50	=	nM	33100	4.480172006				
CHEMBL5171946	CC(=O)N1N=C(c2ccc(-c3ccccc3)cc2)CC1c1ccc(C(=O)O)cc1	IC50	=	nM	33020	4.481222931				
CHEMBL4216666	O/N=C/c1nc(CCCCNc2c3c(nc4ccc(Cl)cc24)CCCC3)ccc1O	Kd	=	nM	33000	4.48148606				
CHEMBL5176633	C=C1c2[nH]c3ccc(OC)cc3c2C2[C@@H](CC)C1CCN2C	IC50	=	nM	32600	4.4867824				
CHEMBL5171192	COc1ccc(C(=O)Cc2ncc(C(=O)N(C)CCCOc3ccc(C(F)(F)F)cc3)cn2)cc1	IC50	=	nM	32500	4.488116639				
CHEMBL4080726	CCN(CC)c1ccc(-c2c3ccccc3[n+](C)c3ccccc23)cc1.F[B-](F)(F)F	IC50	=	nM	32400	4.48945499	F[B-](F)(F)F			
CHEMBL452895	COc1cc2c3cc1Oc1c(O)c(OC)cc4c1[C@@H](Cc1ccc(O)c(c1)Oc1ccc(cc1)C[C@@H]3N(C)CC2)N(C)CC4	IC50	=	nM	32359.37	4.489999942				
CHEMBL3754631	COc1cc(/C=C/C(=O)N(Cc2cccc3[nH]c4ccccc4c23)C(C)C)ccc1O	IC50	=	nM	32300	4.490797478				
CHEMBL3628054	O=C(NCCc1c[nH]c2ccccc12)c1ccc[n+](Cc2ccccc2F)c1.[Br-]	IC50	=	nM	32300	4.490797478	Br-			
CHEMBL2332533	O=C(C[C@H]1C[C@H]2CCCN2[C@]12C(=O)Nc1ccccc12)N1C/C(=C\c2ccccc2F)C(=O)[C@]2(C[C@H]3CCCN3[C@@]23C(=O)Nc2ccccc23)C1	IC50	=	nM	32200	4.492144128				
CHEMBL1651047	C[C@@H]([C@H]1CC[C@@]2(C)[C@@H]3CC[C@@H]4C(=CC3=CC[C@]12C)CC[C@H](N(C)C)C4(C)C)N(C)C	IC50	=	nM	32100	4.493494968				
CHEMBL2425413	O=C1NC(=O)C(=CNNC(=S)Nc2cccc(C(F)(F)F)c2)C(=O)N1	IC50	=	nM	32100	4.493494968				
CHEMBL3596215	O=C(C[n+]1cccc(/C=N/O)c1)Nc1nc(-c2ccccc2)cs1.[I-]	Kd	=	nM	32000	4.494850022	I-			
CHEMBL3605426	CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(-c3nnc(-c4ccc(F)cc4)[nH]3)ccc21	IC50	=	nM	32000	4.494850022				
CHEMBL5184063	NC(=O)c1cc[n+](CCCC[n+]2cc(F)c(/C=N/O)c(F)c2)cc1.[Br-].[Br-]	Ki	=	nM	31900	4.496209317	Br-	Br-		
CHEMBL3338997	CCN(CC)CCCCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1	IC50	=	nM	31800	4.49757288				
CHEMBL4102562	COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(CN(C)Cc3ccccc3)c(O)c1)O2	IC50	=	nM	31400	4.503070352				
CHEMBL3289925	CCOC(OCC)c1ccc(/C=C2\COC/C(=C\c3ccc(C(OCC)OCC)cc3)C2=O)cc1	IC50	=	nM	31300	4.504455662				
CHEMBL5203299	CCOCCN1CCN(CCC(=O)Nc2nc3c(C)cccc3s2)CC1	IC50	=	nM	31220	4.505567101				
CHEMBL5206663	Cc1cccc2sc(NC(=O)CCN3CCN(c4ncccn4)CC3)nc12	IC50	=	nM	31200	4.505845406				
CHEMBL1864065	O=c1c2ccccc2nc2n1CCC2O	IC50	=	nM	31030	4.508218224				
CHEMBL4079076	NC(=O)c1cc[n+](COC[n+]2ccc(/C=N/O)cc2)cc1.[Cl-].[Cl-]	Kd	=	nM	31000	4.508638306	Cl-	Cl-		
CHEMBL3754585	Br.BrCC1CN=C(Nc2ccccn2)S1	IC50	=	nM	31000	4.508638306	HBr			
CHEMBL5189102	CCCCN(CCc1c[nH]c2cc(O)ccc12)CCC1CCCCCC1	IC50	=	nM	31000	4.508638306				
CHEMBL344196	C[N+](C)(C)CCCCCBr	IC50	=	nM	31000	4.508638306				
CHEMBL4292574	CNCc1cc(N)ccc1O.Cl.Cl	IC50	=	nM	30902.95	4.510000061	HCl	HCl		
CHEMBL344924	C[N+](C)(C)CCCCBr	IC50	=	nM	30700	4.512861625				
CHEMBL2181433	COc1cc2c(cc1OC)C(c1ccccc1)N(CCCCCCc1ccc(O)c(/C=N/O)n1)CC2	Kd	=	nM	30670	4.513286224				
CHEMBL3289933	CCOC(OCC)c1ccc(/C=C/C(=O)C2CCc3ccccc3C2=O)cc1	IC50	=	nM	30500	4.515700161				
CHEMBL3290193	O=C1/C(=C/c2ccc(N3CCCC3)cc2)CC/C1=C\c1ccc(N2CCCC2)cc1	IC50	=	nM	30500	4.515700161				
CHEMBL4069096	CCc1ccc(N2C(=O)C3CN(C)C4(C(=O)c5ccccc5C4=O)C3C2=O)cc1	IC50	=	nM	30400	4.517126416				
CHEMBL2018160	COc1ccc2c(ccc[n+]2C)c1.[I-]	IC50	=	nM	30300	4.518557371	I-			
CHEMBL261855	Cc1ccc2[nH]c3ccncc3c2c1	IC50	=	nM	30300	4.518557371				
CHEMBL135086	C=CCC[N+](C)(C)C	IC50	=	nM	30260	4.519131076				
CHEMBL4103604	COc1cc(/C=C/C(=O)Nc2ccccc2)ccc1OCCCCCN(C)C	IC50	=	nM	30200	4.519993057				
CHEMBL4064846	CCN(CC)CCOc1ccc(/C=C/C(=O)Nc2ccccc2)cc1OC	IC50	=	nM	30200	4.519993057				
CHEMBL4090559	COc1cc(/C=C/C(=O)O)ccc1OCCCCCCN1CCCC1	IC50	=	nM	30199.52	4.51999996				
CHEMBL4091748	CCCCN(CC(=O)NCc1ccccc1)C(=O)CCCCCn1ccnc1/C=N/O	Kd	=	nM	30100	4.521433504				
CHEMBL469638	COc1ccc2c3c1O[C@H]1C[C@@H](O)CC[C@@]31CCN(C)C2	IC50	=	nM	30020	4.522589312				
CHEMBL1651048	C/C=C1/C(=O)C[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](N(C)C)CC[C@@]45C[C@@]35CC[C@]12C	IC50	=	nM	30000	4.522878745				
CHEMBL4763528	CN1C[C@@H](c2cccs2)[C@@]2(CSc3ccccc3C2=O)C12C(=O)c1ccccc1C2=O	IC50	=	nM	30000	4.522878745				
CHEMBL521	CC(C)Cc1ccc(C(C)C(=O)O)cc1	IC50	=	nM	30000	4.522878745				
CHEMBL4071394	S=C(NCCN1CCCCC1)Nc1cccc(Cl)c1	IC50	=	nM	30000	4.522878745				
CHEMBL4075136	COc1ccc(NC(=S)NCCN(C)C)cc1Cl	IC50	=	nM	30000	4.522878745				
CHEMBL3605433	COc1ccccc1-c1nnc(-c2ccc3c(c2)CO[C@@]3(CCCN(C)C)c2ccc(F)cc2)[nH]1	IC50	=	nM	30000	4.522878745				
CHEMBL5172037	COc1ccc(CCc2cc(=O)c3c(o2)[C@H]2O[C@H]2[C@@H](O)[C@H]3OC)cc1	IC50	=	nM	30000	4.522878745				
CHEMBL4210192	O=c1[nH]c(CCCO)nc2ccccc12	IC50	=	nM	30000	4.522878745				
CHEMBL3605424	CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(-c3nnc(-c4ccccc4F)[nH]3)ccc21	IC50	=	nM	30000	4.522878745				
CHEMBL4163376	Cc1ccc(C2NC(=S)Nc3nc4c(c(N)c32)CCCC4)cc1	IC50	=	nM	30000	4.522878745				
CHEMBL5219594	O=c1[nH]c2ccc(OCc3ccc(F)cc3)cc2c(=O)o1	IC50	=	nM	30000	4.522878745				
CHEMBL3360757	COC(=O)CC1=NO[C@@H]2CCCC[C@@H]2[C@H]1c1ccccc1	IC50	=	nM	29900	4.524328812				
CHEMBL241806	COc1cc2c(cc1OC)[C@]1(O)C(=O)c3ccc4c(c3O[C@@H]1CO2)C=CC(C)(C)O4	IC50	=	nM	29800	4.525783736				
CHEMBL3827575	NC(=O)c1cc[n+](CC[n+]2cccc(NC(=O)/C=N\O)c2)cc1.[Br-].[Br-]	IC50	=	nM	29800	4.525783736	Br-	Br-		
CHEMBL3828385	NC(=O)c1cc[n+](CCCC[n+]2cccc(NC(=O)/C=N\O)c2)cc1.[Br-].[Br-]	Kd	=	nM	29800	4.525783736	Br-	Br-		
CHEMBL4780225	CS[C@@H](Cn1nnc2cc(C#Cc3ccc(N4C[C@H](O)[C@@H](O)C4)cc3)ccc21)N(O)C=O	IC50	=	nM	29800	4.525783736				
CHEMBL3780448	CC(COC(=O)c1ccc(Oc2nc(Oc3ccc(C(=O)OCC(C)N(C)C)cc3)nc(Oc3ccc(C(=O)OCC(C)N(C)C)cc3)n2)cc1)N(C)C	IC50	=	nM	29800	4.525783736				
CHEMBL5183866	OCCCCCCCCc1ccc(CN2CCCCC2)c(O)c1	IC50	=	nM	29700	4.527243551				
CHEMBL4799313	CCN(C)C(=O)OCC1CCN(Cc2ccccc2)CC1	IC50	=	nM	29560	4.52929557				
CHEMBL4796696	COc1cc2c(cc1O)CCC(C)(CCN)O2	IC50	=	nM	29510	4.530030791				
CHEMBL4759355	COc1cc(/C=C/C(=O)N2CCC(Cc3ccccc3)CC2)ccc1OC(=O)N(c1ccccc1)c1ccccc1	IC50	=	nM	29480	4.530472521				
CHEMBL3261990	O=C(/C=N/O)Nc1ccc[n+](Cc2ccccc2C[n+]2cccc(NC(=O)/C=N/O)c2)c1.[Br-].[Br-]	Kd	=	nM	29400	4.53165267	Br-	Br-		
CHEMBL3261987	O=C(/C=N\O)Nc1ccc[n+](CCCCC[n+]2cccc(NC(=O)/C=N\O)c2)c1.[Br-].[Br-]	IC50	=	nM	29400	4.53165267	Br-	Br-		
CHEMBL4792483	CCN(C)C(=O)OCC1CCCN(Cc2ccccc2)C1	IC50	=	nM	29340	4.53253989				
CHEMBL4756742	CC(C)c1ccc([C@@H]2[C@H]3CSCN3C3(C(=O)c4ccccc4C3=O)[C@]23CSc2ccccc2C3=O)cc1	IC50	=	nM	29300	4.53313238				
CHEMBL4762214	O=C1c2ccccc2C(=O)C12N1CSC[C@@H]1[C@@H](c1ccc(Br)cc1)[C@@]21CSc2ccccc2C1=O	IC50	=	nM	29000	4.537602002				
CHEMBL4799570	CN1C[C@@H](c2cccc(F)c2)[C@@]2(CSc3ccccc3C2=O)C12C(=O)c1ccccc1C2=O	IC50	=	nM	28980	4.537901619				
CHEMBL3827856	Cc1c(OC(=O)N(C)C)c2c(c[n+]1C)COCOC2.[Br-]	IC50	=	nM	28840.32	4.539999925	Br-			
CHEMBL2234835	CCOC(=O)C1=C(C)Oc2nc3c(c(N)c2[C@H]1c1cccc(OC)c1)CCC3	IC50	=	nM	28840.32	4.539999925				
CHEMBL4873119	Oc1ccc(CN2CCC(c3cc4ccccc4o3)CC2)cc1	IC50	=	nM	28800	4.540607512				
CHEMBL4865381	O=C(c1ccccc1)c1c(C2CCN(Cc3ccccc3)CC2)oc2ccccc12	IC50	=	nM	28700	4.542118103				
CHEMBL4848309	COc1ccc(CN2CCC(c3oc4ccccc4c3C(=O)c3ccccc3)CC2)cc1OC	IC50	=	nM	28700	4.542118103				
CHEMBL4857748	COc1ccc(C(=O)c2c(C3CCN(Cc4cc(OC)ccc4OC)CC3)oc3ccccc23)cc1	IC50	=	nM	28600	4.543633967				
CHEMBL4070092	C[n+]1c2ccccc2c(-c2cccs2)c2ccccc21.F[B-](F)(F)F	IC50	=	nM	28600	4.543633967	F[B-](F)(F)F			
CHEMBL254299	C[N+](C)(C)CCOC(=O)Nc1ccncc1.[I-]	Ki	=	nM	28340	4.547600154	I-			
CHEMBL4292399	Cl.Cl.Nc1ccc(O)c(Cn2cccn2)c1	IC50	=	nM	28340	4.547600154	HCl	HCl		
CHEMBL4286677	Cl.Cl.Nc1ccc(O)c(Cn2ccnc2)c1	IC50	=	nM	28300	4.548213564	HCl	HCl		
CHEMBL4288742	CCCN(C)Cc1cc(N)ccc1O.Cl.Cl	IC50	=	nM	28300	4.548213564	HCl	HCl		
CHEMBL3235226	O=C(/C=N/O)c1ccc(OCC2CCN(Cc3cccc(Cl)c3)CC2)nc1	Ki	=	nM	28100	4.55129368				
CHEMBL3235233	COc1ccc(CN2CCC(COc3ccc(C(=O)/C=N/O)cn3)C2)cc1OC	Ki	=	nM	28000	4.552841969				
CHEMBL442813	CC(C)(O)[C@@H]1Cc2cc3ccc(=O)oc3cc2O1	IC50	=	nM	28000	4.552841969				
CHEMBL303846	CC1(C)C=Cc2cc3ccc(=O)oc3cc2O1	IC50	=	nM	28000	4.552841969				
CHEMBL4868687	COC(=O)/C(=N\Nc1ccc(C)cc1)C(=O)C(F)(F)F	IC50	=	nM	28000	4.552841969				
CHEMBL3310697	CC1(C)C[C@@H](c2ccccc2)C(CN2C(=O)c3ccccc3C2=O)=NO1	IC50	=	nM	28000	4.552841969				
CHEMBL140241	CO[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C([C@H](C)N(C)C=O)=CC[C@@H]32)C1	IC50	=	nM	28000	4.552841969				
CHEMBL4778694	O=c1[nH]c2cc(Cl)ccc2n1C1CCN(Cc2cc(Cl)cc(/C=N/O)c2O)CC1	IC50	=	nM	28000	4.552841969				
CHEMBL4752528	O/N=C/c1cc(Cl)cc(CNc2ncccc2OCc2ccccc2)c1O	IC50	=	nM	28000	4.552841969				
CHEMBL4764015	Cc1cc(/C=N/O)c(O)c(CNc2ccc(N3CCOCC3=O)cc2)c1	IC50	=	nM	27900	4.554395797				
CHEMBL4785155	Cc1cc(/C=N/O)c(O)c(CNc2ccc(N3CCOCC3)c(F)c2)c1	IC50	=	nM	27900	4.554395797				
CHEMBL2396912	c1ccc2[nH]c(N3CCCCC3)nc2c1	IC50	=	nM	27860	4.555018888				
CHEMBL2396910	CN(C)CCCN(c1nc2ccccc2[nH]1)c1nc2ccccc2[nH]1	IC50	=	nM	27800	4.555955204				
CHEMBL4751237	C[C@@H]1CC[C@H]2[C@H](C(=O)c3c(O)c([C@@]4(O)CC[C@@H](O)[C@H]5O[C@H]54)cn(O)c3=O)[C@H](C)C=C[C@@H]2C1	IC50	=	nM	27542.29	4.559999953				
CHEMBL4069847	CCCCN(CC(=O)NC(C)C)C(=O)CCCCCn1ccnc1/C=N/O	Kd	=	nM	27540	4.560036064				
CHEMBL4096126	CCCCN(CC(=O)NC(C)C)C(=O)CCCCCn1cc[n+](C)c1/C=N\O.[I-]	Kd	=	nM	27500	4.560667306	I-			
CHEMBL3360487	COc1cc2c(cc1OC)C(c1ccccc1)N(CCCCCCn1ccnc1/C=N/O)CC2	Kd	=	nM	27450	4.561457651				
CHEMBL4756054	COc1cc(/C=C/C(=O)N2CCCCC2)ccc1OC(=O)N(c1ccccc1)c1ccccc1	IC50	=	nM	27400	4.562249437				
CHEMBL3785481	CN1Cc2cc(O)ccc2N(C)C1c1cccc2ccccc12	IC50	=	nM	27200	4.565431096				
CHEMBL4776936	CCN(C)C(=O)Oc1ccc(/C=C/C(=O)N2CCC(Cc3ccccc3)CC2)cc1	IC50	=	nM	27200	4.565431096				
CHEMBL4762548	CCN(Cc1ccccc1)C(=O)/C=C/c1ccc(OC(=O)N(c2ccccc2)c2ccccc2)c(OC)c1	IC50	=	nM	27100	4.567030709				
CHEMBL4756176	COc1cc(/C=C/C(=O)N2CCN(Cc3ccccc3)CC2)ccc1OC(=O)N(C)C	IC50	=	nM	27100	4.567030709				
CHEMBL4758871	CS[C@@H](Cn1nnc2cc(C#Cc3ccc(N4CC5(COC5)C4)cc3)ccc21)N(O)C=O	IC50	=	nM	27100	4.567030709				
CHEMBL4871752	COc1ccc(CN2CCC(c3cc4ccccc4o3)CC2)cc1	IC50	=	nM	27000	4.568636236				
CHEMBL4878578	Clc1ccc(CN2CCC(c3cc4ccccc4o3)CC2)cc1	IC50	=	nM	27000	4.568636236				
CHEMBL4796014	Cc1cc(/C=N/O)c(O)c(CNc2ccc(-n3cccn3)cc2)c1	IC50	=	nM	27000	4.568636236				
CHEMBL4541746	Cc1cc(=O)n(C)c(=O)n1CCCCCn1cnc(C(=O)NO)n1	Kd	=	nM	27000	4.568636236				
CHEMBL4752296	CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OC1CCN(Cc2ccccc2)CC1	IC50	=	nM	27000	4.568636236				
CHEMBL4756451	NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCC1CCN(Cc2ccc(F)c(F)c2)CC1	IC50	=	nM	26950	4.56944123				
CHEMBL2332543	Cc1ccccc1/C=C1\CN(C(=O)C[C@H]2C[C@H]3CCCN3[C@]23C(=O)Nc2ccccc23)C[C@@]2(C[C@H]3CCCN3[C@@]23C(=O)Nc2ccccc23)C1=O	IC50	=	nM	26915.35	4.569999968				
CHEMBL4456336	O=C(O)CC1(CC(=O)c2cc(O)ccc2O)C=C(CO)CCC1	IC50	=	nM	26780	4.572189427				
CHEMBL4060058	COc1cc2c(cc1OC)CN(Cc1cc(C)cc(/C=N/O)c1O)CC2	IC50	=	nM	26700	4.573488739				
CHEMBL4855838	COC(=O)/C(=N\Nc1ccccc1[N+](=O)[O-])C(=O)C(F)(F)F	IC50	=	nM	26600	4.575118363				
CHEMBL4283733	CCN(CCOc1ccc(/C=C2\COc3ccccc3C2=O)cc1)Cc1ccccc1	IC50	=	nM	26500	4.576754126				
CHEMBL4863598	c1ccc2oc(C3CCNCC3)cc2c1	IC50	=	nM	26430	4.577902837				
CHEMBL4875660	COc1ccc(OC)c(CN2CCC(c3cc4ccccc4o3)CC2)c1	IC50	=	nM	26400	4.578396073				
CHEMBL4858801	COc1ccc(OC)c(CN2CCC(c3oc4ccccc4c3C(=O)c3ccccc3)CC2)c1	IC50	=	nM	26400	4.578396073				
CHEMBL4855139	CCc1ccc(CN2CCC(c3cc4ccccc4o3)CC2)cc1	IC50	=	nM	26400	4.578396073				
CHEMBL4849087	COc1ccc(C(=O)c2c(C3CCN(Cc4ccccc4)CC3)oc3ccccc23)cc1	IC50	=	nM	26300	4.580044252				
CHEMBL401114	CO[C@@H]1C=C[C@@]23c4cc5c(cc4CN(C[C@@H]2O)[C@H]3C1)OCO5	IC50	=	nM	26000	4.585026652				
CHEMBL4646747	COc1c2c(cc3c1OCO3)[C@]13C=C[C@H](OC)C[C@@H]1[N@](C2)C[C@H]3OC(=O)c1cccc([N+](=O)[O-])c1	IC50	=	nM	26000	4.585026652				
CHEMBL4800310	CCN(C)C(=O)Oc1ccc(/C=C/C(=O)N(CC)Cc2ccccc2)cc1OC	IC50	=	nM	26000	4.585026652				
CHEMBL4762653	COc1cc(/C=C/C(=O)N2CCN(Cc3ccccc3)CC2)ccc1OC(=O)N(c1ccccc1)c1ccccc1	IC50	=	nM	25910	4.586532587				
CHEMBL2425408	O=C1NC(=S)NC(=O)C1=CNNC(=S)Nc1ccccc1	IC50	=	nM	25800	4.588380294				
CHEMBL4786519	CCCCCCCCCCCCCCCCc1ccc(C(=O)[O-])c[n+]1C	IC50	=	nM	25800	4.588380294				
CHEMBL4281203	CN1CCN(CCCNC(=O)COc2ccc(I)cc2)CC1	IC50	=	nM	25720	4.589729036				
CHEMBL4084189	COc1cc(/C=N/O)c(O)c(CN2CCc3cc(OC)c(OC)cc3C2c2ccccc2)c1	IC50	=	nM	25550	4.592609096				
CHEMBL4091001	COc1cc2c(cc1OC)C(c1ccccc1)N(CC1CCN(Cc3cc(Br)cc(/C=N/O)c3O)CC1)CC2	IC50	=	nM	25500	4.59345982				
CHEMBL4063109	COc1cc2c(cc1OC)C(c1ccccc1)N(CC1CCN(Cc3cc(F)cc(/C=N/O)c3O)CC1)CC2	IC50	=	nM	25500	4.59345982				
CHEMBL341956	C[N+](C)(C)CCCl	IC50	=	nM	25400	4.595166283				
CHEMBL4294906	Cl.Cl.Nc1ccc(O)c(CN2CCOCC2)c1	IC50	=	nM	25400	4.595166283	HCl	HCl		
CHEMBL4280848	CCCCN(C)Cc1cc(N)ccc1O.Cl.Cl	IC50	=	nM	25200	4.598599459	HCl	HCl		
CHEMBL4104406	COc1cc2c(cc1OC)CN(Cc1cc(Br)cc(/C=N/O)c1O)CC2	IC50	=	nM	25200	4.598599459				
CHEMBL4093408	COc1cc(/C=C/C(=O)Nc2ccccc2)ccc1OCCN(C)C	IC50	=	nM	25195	4.598685637				
CHEMBL4085283	COc1cc(/C=C/C(=O)Nc2ccccc2)ccc1OCCCN1CCCC1	IC50	=	nM	25118.86	4.600000075				
CHEMBL4872772	COC(=O)/C(=N\Nc1ccc(OC)cc1)C(=O)C(F)(F)F	IC50	=	nM	25100	4.600326279				
CHEMBL4172271	COc1cc2c3c(c1)c1cc(=O)c(OC)cc-1cn3CC2	IC50	=	nM	25100	4.600326279				
CHEMBL4172720	CO[C@@H]1C=C[C@@]23c4cc5c(cc4C[N@@+]([O-])(CCO)[C@@H]2C(=O)N(C)[C@H]3C1)OCO5	IC50	=	nM	25080	4.600672468				
CHEMBL4856643	Cc1ccc2[nH]c3c(c2c1)CN(Cc1ccccc1)CC3	IC50	=	nM	25070	4.600845666				
CHEMBL4797575	O=C1c2ccccc2C(=O)C12N1CSC[C@@H]1[C@@H](c1cccc(Br)c1)[C@@]21CSc2ccccc2C1=O	IC50	=	nM	25000	4.602059991				
CHEMBL4786736	COc1cc(/C=C/C(=O)N2CCN(c3ccccc3)CC2)ccc1O	IC50	=	nM	25000	4.602059991				
CHEMBL3235208	CC(=O)/C(=N\O)C(=O)NCC1CCN(Cc2ccccc2)CC1	Ki	=	nM	25000	4.602059991				
CHEMBL4783532	COc1ccc(C(CN(C)c2ccc(NCc3cc(Cl)cc(/C=N/O)c3O)cc2)C2(O)CCCCC2)cc1	IC50	=	nM	25000	4.602059991				
CHEMBL4794250	COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(OCCN[N+]3(C)CCN(c4ccc(/C=C5\Cc6cc(OC)c(OC)cc6C5=O)cc4)CC3)cc1)C2.[Br-]	IC50	=	nM	25000	4.602059991	Br-			
CHEMBL4875517	Fc1ccc(CN2CCC(c3cc4ccccc4o3)CC2)cc1	IC50	=	nM	24900	4.603800653				
CHEMBL4874487	COc1ccc(CN2CCC(c3oc4ccccc4c3C(=O)c3ccc(OC)c(OC)c3)CC2)cc1OC	IC50	=	nM	24630	4.608535588				
